WhichDoYouWearMostFrequent,YourFavoriteLegcareBrand,Registration Gender,NumberOfChildren,DoYouPurchaseForOthers,HowDoYouDressForWork,HowManyPairsDoYouPurchase,YourFavoriteLegwearBrand,WhoMakesPurchasesForYou,NumberOfAdults,HowDidYouHearAboutUs,SendEmail,HowOftenDoYouPurchase,HowDidYouFindUs,City,US State,Email,Truck Owner,RV Owner,Motorcycle Owner,Marital Status,Working Woman,Mail Responder,Bank Card Holder,Gas Card Holder,Upscale Card Holder,Unknown Card Type,TE Card Holder,Premium Card Holder,Presence Of Children,Estimated Income Code,Home Market Value,New Car Buyer,Vehicle Lifestyle,Property Type,Loan To Value Percent,Presence Of Pool,Own Or Rent Home,Mail Order Buyer,DMA No Mail Solicitation Flag,DMA No Phone Solicitation Flag,New Bank Card,Speciality Store Retail,Oil Retail Activity,Bank Retail Activity,Finance Retail Activity,Miscellaneous Retail Activity,Upscale Retail,Upscale Speciality Retail,Retail Activity,Dwelling Size,Lendable Home Equity,Home Size Range,Lot Size Range,Dwelling Unit Size,Available Home Equity,Minority Census Tract,Gender,Occupation,Other Indiv\. Gender,Other Indiv\. Occupation,Year of Birth,Value Of All Vehicles,Age,Other Indiv\. Age,Number Of Adults,Year House Was Built,Length Of Residence,Year Home Was Bought,Home Purchase Date,Number Of Vehicles,CRA Income Classification,Number Of Credit Lines,Dataquick Market Code,Insurance Expiry Month,Month Home Was Bought,Year Of Structure,REQUEST_DAY_OF_WEEK,REQUEST_HOUR_OF_DAY,Customer ID,Clicks,Duration,Orderer
,,,,False,,,,,,e-mail,True,,,Frederick,MD,COM,True,True,False,Married,False,True,True,True,False,True,False,False,True,$50;000-$74;999,$100;000-$124;999,True,STATION WAGON,condo,95-99%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,1;250-1;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $1-$4;999,False,Female,,Male,ADMINISTRATIVE/MANAGERIAL,,23000,30,32,4,1993,6,1994,199401,1,3,1,4,1,1,1992,Friday,6,48774,10,0:02:46,0
,,,,False,,,,,,other,True,,,Houston,TX,COM,False,False,False,Married,False,True,True,True,True,False,False,True,False,$100;000-$124;999,$75;000-$99;999,True,REGULAR (MIDSIZE/SMALL),,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,100+ HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,,,,19000,32,,1,,4,1996,199600,1,,,,,,1930,Friday,6,48786,6,0:03:40,0
,,,,False,,,,,,print ad,True,,,CONWAY,SC,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,6,48798,8,0:04:07,0
,,,,False,,,,,,other,False,,,Fairfax,VA,COM,False,False,False,Married,True,True,True,True,True,False,False,False,False,$75;000-$99;999,$175;000-$199;999,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Male,STUDENT,Female,PROFESSIONAL/TECHNICAL,,,28,28,2,,3,1997,199700,2,,,,,,1995,Friday,6,48802,9,0:03:39,0
,,,,False,,,,,,,True,,,hillsborough,NY,COM,False,False,False,Single,True,True,True,True,True,False,False,False,True,$30;000-$39;999,$125;000-$149;999,True,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,,,,,,,26,,4,,8,1992,199203,,3,,,,3,1991,Friday,7,48806,1,0:00:00,0
,,,,False,,,,,,print ad,True,,,Wells,ME,COM,False,False,False,,False,False,True,False,False,False,False,False,False,$75;000-$99;999,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,,Male,,,,42,,2,,13,,,,,,,,,1986,Friday,6,48810,32,0:27:34,0
,,,,False,,,,,,friend / family,True,,,Pittsburgh,PA,COM,False,False,False,Married,True,True,True,True,True,True,False,False,True,$50;000-$74;999,$50;000-$74;999,,,,,False,Owner,True,True,True,False,True,False,True,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,,46,,5,,10,1990,199000,,,3,,,,1974,Friday,6,48812,4,0:01:53,0
,,,,False,,,,,,other,False,,,Derry,NH,COM,True,True,False,Married,True,True,False,False,False,True,False,False,False,$100;000-$124;999,,True,TRUCK OR UTILITY VEHICLE,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,CLERICAL/WHITE COLLAR,Male,,,25000,,28,2,,2,,,,,1,,,,1997,Friday,7,48822,1,0:00:00,0
,,,,False,,,,,,friend / family,True,,,Dixon,MO,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,7,48830,35,0:18:03,0
,,,,False,,,,,,other,True,,,New Albany,MS,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,6,48834,9,0:08:04,0
,,,,False,,,,,,friend / family,False,,,toledo,OH,COM,False,False,False,Married,True,True,True,True,True,True,False,False,True,$50;000-$74;999,,True,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,True,False,False,False,False,True,4 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,Female,CLERICAL/WHITE COLLAR,Male,PROFESSIONAL/TECHNICAL,,8000,32,34,2,,5,1995,199500,1,,2,,,,1982,Friday,6,48846,22,0:27:44,0
,,,,False,,,,,,other,True,,,grayslake,IL,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,7,48850,2,0:01:03,0
,,,,False,,,,,,friend / family,True,,,Paris,TX,COM,True,False,False,Married,False,True,True,True,False,True,False,False,True,$20;000-$29;999,$50;000-$74;999,True,TRUCK OR UTILITY VEHICLE,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,HOUSEWIFE,Male,PROFESSIONAL/TECHNICAL,,29000,34,38,5,,15,1984,198400,2,3,1,,,,1992,Friday,7,48870,24,0:09:41,0
,,,,False,,,,,,other,False,,,Tallahassee,FL,COM,False,False,False,Married,False,True,True,True,True,False,False,False,False,$75;000-$99;999,$100;000-$124;999,True,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,,,,,,10000,24,,3,,4,,,1,3,,,,,1993,Friday,7,48878,20,0:15:06,0
,,,,False,,,,,,other,True,,,fairless hills,PA,COM,False,False,False,Single,False,True,True,True,True,True,False,False,True,$50;000-$74;999,$150;000-$174;999,,,misc\. residential (condo store/flat),80-84%,False,Owner,True,True,True,False,False,True,True,False,False,True,False,True,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,2;000-2;499 FT,1 ACRE OR LESS,MULTI FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,,,,,,,32,,3,1969,3,1997,199703,2,3,4,,3,3,1970,Friday,7,48882,24,0:14:29,0
,,,,False,,,,,,other,False,,,Salem,OR,COM,False,False,False,Inferred Married,False,False,True,True,True,False,False,False,True,$40;000-$49;999,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,Male,,,,26,30,2,,5,1995,199500,2,,,,,,1998,Friday,7,48894,19,0:12:21,0
,,,,False,,,,,,other,False,,,Linesville,PA,NET,False,False,False,Married,False,True,True,True,False,False,False,False,True,$30;000-$39;999,$50;000-$74;999,,,,,False,Owner,True,True,True,False,False,False,False,False,True,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,HOUSEWIFE,Male,CRAFTSMAN/BLUE COLLAR,,,42,38,3,,4,1996,199600,1,,,,,,1994,Friday,7,48898,10,0:08:30,0
,,,,False,,,,,,e-mail,True,,,washington,DC,COM,False,False,False,Single,False,False,True,False,False,False,False,True,False,Under $15;000,,True,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,100+ HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $2;000;000 AND OVER,False,Female,,,,,,28,,1,,3,,,,,,,,,1976,Friday,7,48902,6,0:01:53,0
,,,,False,,,,,,friend / family,True,,,Waretown,NJ,COM,False,False,False,Single,False,False,False,False,False,False,False,False,False,$15;000-$19;999,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,EQUITY $50;000-$74;000,False,,,,,,,32,,1,,5,1995,199500,,,,,,,,Friday,7,48910,4,0:02:34,0
,,,,False,,,,,,other,False,,,Hixson,TN,NET,False,False,False,Married,False,True,True,True,False,False,False,False,True,$50;000-$74;999,$125;000-$149;999,True,FULL SIZE (STANDARD/LUXURY),single family dwelling,80-84%,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,2;500-2;999 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,,,,,,15000,36,,4,1979,2,1997,199706,2,4,,2,6,6,1979,Friday,7,48918,10,0:14:02,0
,,,,False,,,,,,other,True,,,Gladstone,OR,COM,True,False,False,Married,False,True,True,True,True,False,False,False,False,$75;000-$99;999,$250;000-$274;999,,SPECIALTY (MIDSIZE/SMALL),single family dwelling,70-74%,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $10;000-$19;9999,2;000-2;499 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Male,ADMINISTRATIVE/MANAGERIAL,Female,,,7000,42,40,3,1996,1,1998,199805,1,,,2,5,5,1994,Friday,7,48930,16,0:10:45,0
,,,,False,,,,,,friend / family,True,,,Baltimore,MD,NET,False,False,False,,False,True,True,False,False,False,False,False,False,$20;000-$29;999,$75;000-$99;999,,FULL SIZE (STANDARD/LUXURY),single family dwelling,100-99%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,6;000-6;999 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $1-$4;999,False,,,,,,6000,44,,4,,6,1994,199400,3,,,1,12,,1998,Friday,7,48938,5,0:06:01,0
,,,,False,,,,,,print ad,True,,,holly springs,NC,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,7,48942,9,0:03:26,0
,,,,False,,,,,,friend / family,True,,,Stockbridge,GA,COM,False,False,False,Inferred Married,False,False,True,True,True,False,False,False,True,Under $15;000,$75;000-$99;999,,,single family dwelling,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,1;250-1;499 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,Male,,Female,,,,26,24,2,1995,4,1996,199600,,,,5,,,1998,Friday,8,48954,1,0:00:00,0
,,,,False,,,,,,other,False,,,Belchertown,MA,COM,False,False,False,,False,False,False,False,False,False,False,False,False,$30;000-$39;999,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,False,,,,,,,,,1,,3,,,,,,,,,1976,Friday,7,48958,7,0:06:21,0
,,,,False,,,,,,friend / family,True,,,babylon,NY,COM,False,False,False,Married,True,True,True,True,True,True,True,False,True,$50;000-$74;999,$175;000-$199;999,True,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,True,False,True,True,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,Female,ADMINISTRATIVE/MANAGERIAL,Male,ADMINISTRATIVE/MANAGERIAL,,20000,,48,3,,15,1993,199300,1,,4,,,,1978,Friday,8,48974,3,0:00:47,0
,,,,False,,,,,,e-mail,True,,,Flushing,NY,EDU,False,False,False,,True,True,True,True,True,True,True,True,False,$50;000-$74;999,$150;000-$174;999,,,,,False,Owner,False,True,True,False,True,False,True,True,False,True,False,False,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Female,PROFESSIONAL/TECHNICAL,Female,PROFESSIONAL/TECHNICAL,,,22,22,4,,10,1990,199000,,,3,,,,1940,Friday,8,48978,13,0:03:13,0
,,,,False,,,,,,,True,,,Marietta,GA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,8,48982,21,0:03:22,0
,,,,False,,,,,,other,False,,,Owensboro,KY,NET,True,True,False,Married,True,True,True,True,True,False,True,False,True,$40;000-$49;999,$50;000-$74;999,,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,PROFESSIONAL/TECHNICAL,Male,PROFESSIONAL/TECHNICAL,,21000,28,34,3,,5,1995,199500,1,,,,,,1966,Friday,8,48986,41,0:26:43,0
,,,,False,,,,,,direct mail,False,,,San Francisco,CA,COM,False,False,False,Single,True,True,True,True,True,True,True,True,True,$125;000 OR MORE,$350;000-$399;999,True,PERSONAL LUXURY CAR,single family dwelling,50-59%,False,Owner,True,True,True,False,True,False,True,False,True,False,True,True,SINGLE HOUSEHOLD,EQUITY $75;000-$99;999,2;500-2;999 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $150;000-$199;999,False,,,,,,11000,28,,5,1973,15,1974,197409,1,4,4,5,6,9,1973,Friday,8,48994,8,0:02:12,0
,,,,False,,,,,,,True,,,HUBBELL,MI,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,8,48998,31,0:18:00,0
,,,,False,,,,,,,True,,,New York,NY,COM,False,False,False,Inferred Single,False,False,False,False,False,False,False,False,True,$100;000-$124;999,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,,,,,,,34,,1,,2,,,,,,,,,1994,Friday,8,49002,3,0:00:39,0
,,,,False,,,,,,print ad,True,,,Allison Park,PA,COM,False,False,False,Married,True,True,True,True,True,True,False,True,True,$40;000-$49;999,$125;000-$149;999,,,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,True,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $100;000-$149;999,,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Female,PROFESSIONAL/TECHNICAL,Male,SALES/SERVICE,,,42,42,4,1966,15,1984,198407,2,4,,1,,7,1966,Friday,9,49010,8,0:03:25,0
,,,,False,,,,,,e-mail,True,,,Ypsilanti,MI,COM,False,False,False,Inferred Married,False,True,True,True,True,True,False,True,True,$100;000-$124;999,,True,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,True,False,True,True,False,True,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,38000,52,,3,,9,1991,199100,3,,4,,,,1900,Friday,9,49018,4,0:02:51,0
,,,,False,,,,,,friend / family,True,,,Hammond,IN,COM,False,False,False,Inferred Married,False,True,True,True,True,False,False,False,False,$30;000-$39;999,$50;000-$74;999,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,,,,,,,,,4,,5,1995,199500,1,,,,,,1994,Friday,9,49040,4,0:01:28,0
,,,,False,,,,,,other,True,,,Troutman,NC,Other,False,False,False,Married,False,True,False,False,False,True,False,True,False,$50;000-$74;999,$1;000-$24;999,,,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $10;000-$19;9999,,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,Female,,Male,,,,,38,2,,9,1991,199101,,4,,8,,1,1992,Friday,9,49044,26,0:15:18,0
,,,,False,,,,,,print ad,True,,,evansville,IN,COM,False,False,False,Married,False,True,True,True,True,True,False,False,True,$75;000-$99;999,$100;000-$124;999,,,,,False,Owner,True,True,True,False,True,False,True,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,,30,,5,,6,1994,199400,1,,3,,,,1990,Friday,9,49048,3,0:01:15,0
,,,,False,,,,,,friend / family,True,,,DAYTON,WV,COM,False,False,False,Married,True,True,False,True,False,False,False,False,True,$30;000-$39;999,,,,,,False,Renter,True,True,True,False,False,False,False,False,False,False,False,False,,,,,SINGLE FAMILY DWELLING UNIT,,False,,,,,,,34,,3,,9,,,,,,,,,1990,Friday,9,49052,1,0:00:00,0
,,,,False,,,,,,e-mail,True,,,haven,TX,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,9,49056,16,0:12:15,0
,,,,False,,,,,,other,True,,,San Dimas,CA,COM,False,False,False,,False,True,True,False,False,False,False,False,False,$30;000-$39;999,,True,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $150;000-$199;999,False,,,,,,,,,2,,4,1996,199600,,,,,,,1985,Friday,9,49060,25,0:18:15,0
,,,,False,,,,,,other,False,,,Silver Spring,MD,COM,False,False,False,Inferred Single,False,False,True,True,True,False,False,True,False,$75;000-$99;999,,,FULL SIZE (STANDARD/LUXURY),,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,,PROFESSIONAL/TECHNICAL,,,,1000,30,,1,,6,1994,199400,1,,,,,,1990,Friday,10,49064,2,0:02:31,0
,,,,False,,,,,,friend / family,True,,,Charlotte,NC,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,10,49072,14,0:06:34,0
,,,,False,,,,,,,True,,,San Francicso,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,10,49076,10,0:01:24,0
,,,,False,,,,,,other,True,,,Denton,TX,NET,False,False,False,Single,True,True,True,False,False,False,False,False,False,$20;000-$29;999,,True,,,,False,Renter,True,True,True,False,False,False,False,False,False,False,False,False,5 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,STUDENT,Female,,,,28,,3,,2,,,,,,,,,1973,Friday,10,49080,2,0:00:45,0
,,,,False,,,,,,other,True,,,Oklahoma City,OK,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,10,49084,12,0:08:54,0
,,,,False,,,,,,print ad,False,,,Arlington,VA,GOV,False,False,False,Inferred Single,True,True,True,True,False,False,False,False,True,$100;000-$124;999,$175;000-$199;999,,,single family dwelling,75-79%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $5;000-$9;999,1;000-1;249 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Male,,Female,PROFESSIONAL/TECHNICAL,,,44,38,1,1945,5,1994,199410,,3,,7,10,10,1945,Friday,10,49088,8,0:06:53,0
,,,,False,,,,,,friend / family,True,,,Larchmont,NY,COM,False,False,False,Married,True,True,True,True,True,True,True,False,False,$125;000 OR MORE,,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,50-99 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $150;000-$199;999,False,Female,PROFESSIONAL/TECHNICAL,,,,,26,,1,,3,1997,199700,,,,,,,1900,Friday,10,49096,3,0:00:46,0
,,,,False,,,,,,friend / family,False,,,Tucson,AZ,COM,False,False,False,Inferred Married,False,True,True,True,True,True,False,True,False,$50;000-$74;999,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,,,,3,,4,1996,199600,,,1,,,,1991,Friday,11,49104,12,0:15:51,0
,,,,False,,,,,,,True,,,Flushing,NY,COM,False,False,False,Married,False,True,False,False,False,False,False,False,True,Under $15;000,,,,,,False,Renter,False,True,True,False,False,False,False,False,False,False,False,False,3 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,,,,,,,,,1,,3,,,,,,,,,1900,Friday,10,49108,47,0:16:47,0
,,,,False,,,,,,other,False,,,wheaton,IL,COM,False,False,False,Married,True,True,True,True,True,True,False,False,True,$125;000 OR MORE,,True,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,True,False,True,True,False,True,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $150;000-$199;999,False,,,,,,11000,,,3,,7,1993,199300,1,,4,,,,1991,Friday,11,49112,2,0:01:22,0
,,,,False,,,,,,in the news,True,,,Jacksonville,FL,COM,False,False,False,Married,True,True,True,True,False,False,True,False,False,$50;000-$74;999,,,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,PROFESSIONAL/TECHNICAL,Male,PROFESSIONAL/TECHNICAL,,9000,42,44,2,,0,,,1,,,,,,1999,Friday,11,49120,37,0:17:14,0
,,,,False,,,,,,,True,,,stafford,VA,COM,False,False,False,,False,True,False,False,False,False,False,False,True,$30;000-$39;999,$100;000-$124;999,,,single family dwelling,75-79%,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $5;000-$9;999,1;250-1;499 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,,Female,PROFESSIONAL/TECHNICAL,,,32,34,2,1985,6,1993,199310,,3,,7,10,10,1985,Friday,11,49124,11,0:04:56,0
,,,,False,,,,,,,True,,,Hopewell Junction,NY,COM,True,True,False,Married,True,True,True,True,False,False,False,False,True,$50;000-$74;999,,True,SPECIALTY (MIDSIZE/SMALL),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,59000,46,,2,,8,1992,199200,2,,,,,,1971,Friday,12,49128,6,0:01:28,0
,,,,False,,,,,,print ad,True,,,Washington,DC,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,11,49136,6,0:02:11,0
,,,,False,,,,,,other,False,,,Baltimore,MD,ORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,12,49140,11,0:03:50,0
,,,,False,,,,,,friend / family,True,,,Brockton,MA,COM,False,False,False,Married,False,True,True,True,False,False,False,False,False,$40;000-$49;999,,,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,Female,,Male,PROFESSIONAL/TECHNICAL,,2000,26,26,2,,4,1996,199600,1,,,,,,1995,Friday,12,49148,8,0:03:25,0
,,,,False,,,,,,other,True,,,Neptune Beach,FL,NET,False,False,False,Married,False,True,True,True,True,False,False,False,True,$30;000-$39;999,$75;000-$99;999,,FULL SIZE (STANDARD/LUXURY),single family dwelling,60-69%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $10;000-$19;9999,1;250-1;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,Male,,,4000,30,32,2,1947,5,1994,199411,1,4,,4,11,11,1947,Friday,12,49152,22,0:16:53,0
,,,,False,,,,,,friend / family,True,,,Derry,NH,NET,False,False,False,Married,False,True,True,False,False,False,False,False,False,$30;000-$39;999,,,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,4 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,,,,,,21000,,,1,,0,,,2,,,,,,1990,Friday,12,49160,11,0:02:59,0
,,,,False,,,,,,other,False,,,Durham,NC,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,12,49164,13,0:06:05,0
,,,,False,,,,,,other,False,,,New York,NY,COM,False,False,False,Single,False,True,True,True,True,True,True,True,False,$100;000-$124;999,$300;000-$349;999,True,,single family dwelling,90-94%,False,Owner,False,True,True,False,False,True,True,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,,,,,,,22,,4,,11,1988,198806,,4,3,1,6,6,1978,Friday,12,49168,40,0:14:32,0
,,,,False,,,,,,other,True,,,Sunnyvale,CA,NET,False,False,False,Married,False,True,True,True,True,True,False,False,False,$75;000-$99;999,$300;000-$349;999,True,,single family dwelling,60-69%,False,Owner,True,True,True,False,True,True,True,False,False,True,True,True,SINGLE HOUSEHOLD,EQUITY $50;000-$74;000,1;250-1;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Male,,Female,,,,46,44,3,1957,15,1982,198209,1,3,6,4,9,9,1957,Friday,12,49322,20,0:13:11,0
,,,,False,,,,,,other,True,,,Salem,OR,COM,False,False,False,,False,False,False,False,False,False,False,False,False,$40;000-$49;999,,True,FULL SIZE (STANDARD/LUXURY),,,False,,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,,Male,,,13000,24,24,2,,0,,,1,,,,,,1999,Friday,12,49330,15,0:13:36,0
,,,,False,,,,,,,False,,,New York,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,13,49338,2,0:00:10,0
,,,,False,,,,,,friend / family,True,,,Methuen,MA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,13,49346,7,0:04:01,0
